id;name;description;store;price;affiliate_url;affiliate_url_2;image_url;created_at;updated_at
72;Xiaomi mibro GS sport smartwatch 1.43'inch amoled display GPS;"Jam tangan pintar akan sempurna untuk seseorang yang menikmati teknologi. 

Mereka dapat menggunakannya untuk tetap terhubung ke media sosial, menerima pemberitahuan, dan melacak kebugaran mereka. 
";Shopee;1099000;https://shope.ee/6UrmyYpPCo;"";https://down-ws-id.img.susercontent.com/id-11134207-7qukx-lf53uqk85oal3b.webp;2023-04-16 21:49:42;2023-04-16 21:49:42
73;XIAOMI Smartband M5 M6 M7 Jam Tangan Smartwatch Bluetooth Smartband Waterproof ;"Jam tangan pintar akan sempurna untuk seseorang yang menikmati teknologi. 

Mereka dapat menggunakannya untuk tetap terhubung ke media sosial, menerima pemberitahuan, dan melacak kebugaran mereka. ";Shopee;79990;https://shope.ee/8ewHYnwlGa;"";https://down-ws-id.img.susercontent.com/c7844b7c2903bad0dfcb412f2dba6af3;2023-04-16 21:54:46;2023-04-16 21:54:46
74;Xiaomi Redmi Mi Watch 2 Lite Smart Watch - Jam Watch 2 LITE 1.55inch TFT Screen GPS Smartwatch Sport WaterProof;"Jam tangan pintar akan sempurna untuk seseorang yang menikmati teknologi. 

Mereka dapat menggunakannya untuk tetap terhubung ke media sosial, menerima pemberitahuan, dan melacak kebugaran mereka. ";Shopee;699000;https://shope.ee/2ff4PxEsty;"";https://down-ws-id.img.susercontent.com/sg-11134201-22110-zpnied9kcrjvfe.webp;2023-04-16 21:55:54;2023-04-16 21:55:54
75;Xiaomi Mi Band 6 AMOLED Miband 6 Smartwatch;"Jam tangan pintar akan sempurna untuk seseorang yang menikmati teknologi. 

Mereka dapat menggunakannya untuk tetap terhubung ke media sosial, menerima pemberitahuan, dan melacak kebugaran mereka.";Shopee;559000;https://shope.ee/8ewHZI6dpx;"";https://down-ws-id.img.susercontent.com/sg-11134201-23020-xjee36swj8mv7f.webp;2023-04-16 22:00:20;2023-04-16 22:00:20
76;Xiaomi Redmi Watch 2 Lite Smartwatch;"Jam tangan pintar akan sempurna untuk seseorang yang menikmati teknologi. 

Mereka dapat menggunakannya untuk tetap terhubung ke media sosial, menerima pemberitahuan, dan melacak kebugaran mereka.";Shopee;759000;https://shope.ee/9KByMcjbmR;"";https://down-ws-id.img.susercontent.com/id-11134201-23030-dhbad1l6mfov5f.webp;2023-04-16 22:01:09;2023-04-16 22:01:09
77;Xiaomi Mi Band 7 Amoled;"Jam tangan pintar akan sempurna untuk seseorang yang menikmati teknologi. 

Mereka dapat menggunakannya untuk tetap terhubung ke media sosial, menerima pemberitahuan, dan melacak kebugaran mereka.";Shopee;599000;https://shope.ee/7KQtyyQ5Je;"";https://down-ws-id.img.susercontent.com/19a9aa515c1dceda2f430bba75ef0b18;2023-04-16 22:01:59;2023-04-16 22:01:59
78;"Tripod Hp Mini HD30 HD-30 Tripot Standing Handphone dan Kamera Phone Stand Holder
";"Jika penerima menghabiskan hari kerja mereka membuat konten, tripod telepon bisa menjadi alat yang bermanfaat bagi mereka. 


Mereka dapat menggunakannya untuk menstabilkan ponsel mereka saat merekam video atau mengambil foto. Penerima juga dapat menggunakannya untuk panggilan atau rapat virtual.";Shopee;6675;https://shope.ee/8A00z3vIf6;"";https://down-ws-id.img.susercontent.com/36bc915428cecef0f12d92a2d24db8c7;2023-04-16 22:10:19;2023-04-16 22:10:19
79;Tripod Mount Smartphone Holder Bracket Clamp Phone Clip Vlog Tongsis Selfie;"Jika penerima menghabiskan hari kerja mereka membuat konten, tripod telepon bisa menjadi alat yang bermanfaat bagi mereka. 

Mereka dapat menggunakannya untuk menstabilkan ponsel mereka saat merekam video atau mengambil foto. Penerima juga dapat menggunakannya untuk panggilan atau rapat virtual.";Shopee;8624;https://shope.ee/7KQtzaSKkC;"";https://down-ws-id.img.susercontent.com/15b65e56295d89e5d2d32d0820da80cb;2023-04-16 22:11:15;2023-04-16 22:11:15
80;Overhead Tripod hp Ring Light Tripod Lazypod Phone Bracket Phone Holder;"Jika penerima menghabiskan hari kerja mereka membuat konten, tripod telepon bisa menjadi alat yang bermanfaat bagi mereka. 

Mereka dapat menggunakannya untuk menstabilkan ponsel mereka saat merekam video atau mengambil foto. Penerima juga dapat menggunakannya untuk panggilan atau rapat virtual.";Shopee;73500;https://shope.ee/6KYMnouViY;"";https://down-ws-id.img.susercontent.com/sg-11134201-23020-1bfabhvs2zmvfb.webp;2023-04-16 22:12:08;2023-04-16 22:12:08
81;D-30 Tripod Support Mini Phone Stand Holder HD30;"Jika penerima menghabiskan hari kerja mereka membuat konten, tripod telepon bisa menjadi alat yang bermanfaat bagi mereka. 

Mereka dapat menggunakannya untuk menstabilkan ponsel mereka saat merekam video atau mengambil foto. Penerima juga dapat menggunakannya untuk panggilan atau rapat virtual.";Shopee;7250;https://shope.ee/5Kfpc3RucK;"";https://down-ws-id.img.susercontent.com/7c68d717d4e3af0751ad9ec93d9d3341;2023-04-16 22:13:02;2023-04-16 22:13:02
82;MTE Bohlam Speaker Musik Bluetooth 2 in 1 - Lampu Speaker LED;"Speaker Bluetooth bisa menjadi cara yang bagus untuk menikmati musik atau media lain tanpa perlu headphone. 

Ini juga dapat digunakan untuk rapat virtual atau untuk memutar musik latar saat bekerja. ";Shopee;23000;https://shope.ee/9KByO9TIhd;"";https://down-ws-id.img.susercontent.com/sg-11134201-23020-5ax7wr8yr1mv94.webp;2023-04-16 22:24:26;2023-04-16 22:24:26
83;"Speaker Bluetooth Portable 3"" type 5009 Free Microphone";"Speaker Bluetooth bisa menjadi cara yang bagus untuk menikmati musik atau media lain tanpa perlu headphone. 

Ini juga dapat digunakan untuk rapat virtual atau untuk memutar musik latar saat bekerja. ";Shopee;42500;https://shope.ee/5AMPQbOSfL;"";https://down-ws-id.img.susercontent.com/bf2ed0499ad81a93bb912b2ef9146664;2023-04-16 22:25:15;2023-04-16 22:25:15
84;ovitech Speaker Bluetooth 5.0 Jam Alarm LED Display Ultra Bass S10;"Speaker Bluetooth bisa menjadi cara yang bagus untuk menikmati musik atau media lain tanpa perlu headphone. 

Ini juga dapat digunakan untuk rapat virtual atau untuk memutar musik latar saat bekerja. ";Shopee;59900;https://shope.ee/8zZ7zgvJse;"";https://down-ws-id.img.susercontent.com/349241c25bd712cf11009b6658f4cbfa;2023-04-16 22:25:55;2023-04-16 22:25:55
85;Speaker Jam Bluetooth Portable Dan FM Radio Wireless Bass Mini Stereo Original - LED Display Alarm;"Speaker Bluetooth bisa menjadi cara yang bagus untuk menikmati musik atau media lain tanpa perlu headphone. 

Ini juga dapat digunakan untuk rapat virtual atau untuk memutar musik latar saat bekerja.";Shopee;59900;https://shope.ee/AUNvmUxXZw;"";https://down-ws-id.img.susercontent.com/c61d163fe3aac4b9c7fd1f24a7bfbb56;2023-04-16 22:26:46;2023-04-16 22:26:46
86;Bohlam Speaker Musik Bluetooth 2 in 1;"Speaker Bluetooth bisa menjadi cara yang bagus untuk menikmati musik atau media lain tanpa perlu headphone. 

Ini juga dapat digunakan untuk rapat virtual atau untuk memutar musik latar saat bekerja. ";Shopee;23500;https://shope.ee/5UzFpMfYUz;"";https://down-ws-id.img.susercontent.com/88be83e0a47d0e06f25014fdf3bbda0e;2023-04-16 22:27:29;2023-04-16 22:27:29
87;Speaker T5b Bluetooth Wireless Mini Portable;"Speaker Bluetooth bisa menjadi cara yang bagus untuk menikmati musik atau media lain tanpa perlu headphone. 

Ini juga dapat digunakan untuk rapat virtual atau untuk memutar musik latar saat bekerja. ";Shopee;20300;https://shope.ee/2pyUeW1h7g;"";https://down-ws-id.img.susercontent.com/sg-11134201-22110-r8f3nhnsnojv22.webp;2023-04-16 22:28:31;2023-04-16 22:28:31
88;ACOME Super Bass Speaker Bluetooth 5.2 10W High Power 3 Playback Modes;"Speaker Bluetooth bisa menjadi cara yang bagus untuk menikmati musik atau media lain tanpa perlu headphone. 

Ini juga dapat digunakan untuk rapat virtual atau untuk memutar musik latar saat bekerja. ";Shopee;139900;https://shope.ee/A9l5O3hEgF;"";https://down-ws-id.img.susercontent.com/sg-11134201-22110-52ojdqls7xjv32.webp;2023-04-16 22:29:14;2023-04-16 22:29:14
89;GoPro HERO9 Black - HERO 9 Black 5K - Ultra Smooth Paket Komplit Original;"Kamera action berkualitas tinggi yang dapat menangkap video 5K dan foto 20MP yang menakjubkan. 

Ini juga tahan air dan memiliki fitur stabilisasi canggih, membuatnya sempurna untuk menangkap aktivitas di luar ruangan seperti memancing.";Shopee;5099000;https://shope.ee/1AqMl0l1nC;"";https://down-aka-id.img.susercontent.com/id-11134207-7qukw-lfm4md6cy4wifc.webp;2023-04-20 18:09:04;2023-04-20 18:09:04
90;GoPro Hero 10 Black Edition 23.6MP HyperSmooth 5.3K 60fps;"Kamera action berkualitas tinggi yang dapat menangkap video 5K dan foto 20MP yang menakjubkan. 

Ini juga tahan air dan memiliki fitur stabilisasi canggih, membuatnya sempurna untuk menangkap aktivitas di luar ruangan seperti memancing.";Shopee;5899000;https://shope.ee/7zggtrILgX;"";https://down-aka-id.img.susercontent.com/id-11134207-7qukx-lfm0wqhmvtd621.webp;2023-04-20 18:10:54;2023-04-20 18:10:54
91;GoPro Hero 11 Black Action Camera / Go Pro 11 Original Garansi Resmi - Gopro11+MicroSD;"Kamera action berkualitas tinggi yang dapat menangkap video 5K dan foto 20MP yang menakjubkan. 

Ini juga tahan air dan memiliki fitur stabilisasi canggih, membuatnya sempurna untuk menangkap aktivitas di luar ruangan seperti memancing.";Shopee;8799000;https://shope.ee/1L9mxgx6Kf;"";https://down-aka-id.img.susercontent.com/sg-11134201-22110-52wlg57257jv22.webp;2023-04-20 18:15:33;2023-04-20 18:15:33
92;Kuas Make Up Set E413 Set Kosmetic Brush Makeup Powder Eye Shadow Foundation Blusher Blending Beauty;"Satu set produk makeup berkualitas tinggi  yang mencakup lipstik, eyeliner, dan maskara. 

Sempurna untuk seseorang dengan orang yang suka bereksperimen dengan makeup.";Shopee;16870;https://shope.ee/40AY9XBmPQ;"";https://down-aka-id.img.susercontent.com/sg-11134201-22100-1s9jhk5zxliv62.webp;2023-04-20 18:26:01;2023-04-20 18:26:01
93;OSM JKT K5487 Sponge Makeup 7 in 1 / Sponge Bedak Make Up / Spons Make Up Set / Beauty Blender Sponge Bedak / Powder Puff Foundation;"Bedak makeup berkualitas tinggi.

Sempurna untuk seseorang yang suka bereksperimen dengan makeup.";Shopee;9800;https://shope.ee/A9lBUxqHPW;"";https://down-aka-id.img.susercontent.com/2e4309c8c39a108945325c6978c4ad32;2023-04-20 18:27:37;2023-04-20 18:27:37
94;MIISOO Make up Brush Set 13Pcs Kuas Makeup Set Kosmetic Brush Powder Eye Shadow Foundation Blusher Blending Beauty;"Satu set produk makeup berkualitas tinggi yang mencakup lipstik, eyeliner, dan maskara. 

Sempurna untuk seseorang yang suka bereksperimen dengan makeup.";Shopee;34900;https://shope.ee/AxpahhX5k;"";https://down-aka-id.img.susercontent.com/bd2defcd728594bf08f5e8b27341142e;2023-04-20 18:28:17;2023-04-20 18:28:17
95;PINKFLASH OhMyColor 1 Anniversary Makeup Beauty Sets The Hottest makeup Set Eye Makeup Set;"Satu set produk makeup berkualitas tinggi yang mencakup lipstik, eyeliner, dan maskara. 

Sempurna untuk seseorang yang suka bereksperimen dengan makeup.";Shopee;89000;https://shope.ee/2VLkN2olIv;"";https://down-aka-id.img.susercontent.com/id-11134207-7qul2-lfgi31gjqoiq7a.webp;2023-04-20 18:29:10;2023-04-20 18:29:10
96;Paket Hemat Super Lengkap 16 In 1 / Paket Kosmetik Lengkap / 1 Set Makeup Lengkap / Kecantikan Murah / Conture / FitMe 2 In 1 / Concealer;"Satu set produk makeup berkualitas tinggi yang mencakup lipstik, eyeliner, dan maskara. 

Sempurna untuk seseorang yang suka bereksperimen dengan makeup.";Shopee;97500;https://shope.ee/qDWO2gI9y;"";https://down-aka-id.img.susercontent.com/sg-11134201-22100-pfq4xsr7soive4.webp;2023-04-20 18:29:54;2023-04-20 18:29:54
97;O.TWO.O 3pcs / set Mascara + Eyeliner + Eyelash Curler Eye Makeup Set;"Satu set produk makeup berkualitas tinggi yang mencakup lipstik, eyeliner, dan maskara. 

Sempurna untuk seseorang yang suka bereksperimen dengan makeup.";Shopee;72000;https://shope.ee/99seJPiPqu;"";https://down-aka-id.img.susercontent.com/cn-11134207-7qukw-lfdgn686s2bc89.webp;2023-04-20 18:30:44;2023-04-20 18:30:44
98;PINKFLASH OhMyColor 1 Anniversary Makeup Beauty Sets The Hottest makeup Set Full Face Makeup Set;"Satu set produk makeup berkualitas tinggi yang mencakup lipstik, eyeliner, dan maskara. 

Sempurna untuk seseorang yang suka bereksperimen dengan makeup.";Shopee;299900;https://shope.ee/5zvcXdOSfJ;"";https://down-aka-id.img.susercontent.com/id-11134207-7qul1-lfqbatv35jmq8d.webp;2023-04-20 18:31:18;2023-04-20 18:31:18
99;PINKFLASH Happy2Pinkflash 2 Anniversary Full Makeup Set Face Eyes Lips Beauty Set Eyeshadow Eyeliner Lipstick;"Satu set produk makeup berkualitas tinggi yang mencakup lipstik, eyeliner, dan maskara. 

Sempurna untuk seseorang yang suka bereksperimen dengan makeup.";Shopee;95000;https://shope.ee/9p8L6iVP1M;"";https://down-aka-id.img.susercontent.com/id-11134201-7qul0-leqtezkoyai9fc.webp;2023-04-20 18:31:52;2023-04-20 18:31:52
100;PINKFLASH Makeup Beauty Set Christmas make up kecantikan kosmetik alis mascara eyebrow Makeup Set 6 Variations;"Satu set produk makeup berkualitas tinggi yang mencakup lipstik, eyeliner, dan maskara. 

Sempurna untuk seseorang yang suka bereksperimen dengan makeup.";Shopee;52500;https://shope.ee/1VTDBRZW6K;"";https://down-aka-id.img.susercontent.com/id-11134207-7qul2-lfge49q14fer43.webp;2023-04-20 18:32:33;2023-04-20 18:32:33
101;FOCALLURE 4PCS Professional Makeup set Beauty Makeup;"Satu set produk makeup berkualitas tinggi yang mencakup lipstik, eyeliner, dan maskara. 

Sempurna untuk seseorang yang suka bereksperimen dengan makeup.";Shopee;185000;https://shope.ee/5035LvpZYW;"";https://down-aka-id.img.susercontent.com/id-11134207-7qul9-lfgidabg71w240.webp;2023-04-20 18:33:17;2023-04-20 18:33:17
102;HC 13pcs Kuas Make Up Set Lengkap Pouch Lembut Set Kosmetic Brush Makeup Powder Eye Shadow Foundation Blusher Blending Beauty;"Satu set produk makeup berkualitas tinggi yang mencakup lipstik, eyeliner, dan maskara. 

Sempurna untuk seseorang yang suka bereksperimen dengan makeup.";Shopee;16869;https://shope.ee/LHFnOjzSE;"";https://down-aka-id.img.susercontent.com/id-11134201-7qul9-lexzlu1l72iv2e.webp;2023-04-20 18:33:56;2023-04-20 18:33:56
103;PINKFLASH 3PCS/ Set Makeup set Foundation+Liquid Concealer Long Lasting Matte Oil control Waterproof;"Satu set produk makeup berkualitas tinggi yang mencakup lipstik, eyeliner, dan maskara. 

Sempurna untuk seseorang yang suka bereksperimen dengan makeup.";Shopee;65900;https://shope.ee/30I0yLLZ5M;"";https://down-aka-id.img.susercontent.com/id-11134207-7qul4-lf7zkwlk469n7f.webp;2023-04-20 18:34:29;2023-04-20 18:34:29
104;GAMEN Titan Elite Keyboard Gaming Mechanical Keyboard Pluggable Port Blue/Red Switch Original PC Laptop - Garansi 1 Tahun;"Keyboard gaming mekanis dengan pencahayaan RGB yang dapat disesuaikan, cocok untuk gamer introvert yang suka bermain game dan menghabiskan waktu sendirian.";Shopee - Tokopedia;235900;https://shope.ee/1fnP1btCNW;https://tokopedia.link/VYbkWWFsXzb;https://down-ws-id.img.susercontent.com/id-11134207-7qul2-lftjwgjr2ljn0c.webp;2023-05-20 15:27:35;2023-05-20 15:27:35
105;AUXOM Paket Keyboard Gaming dan Mouse /Set Mouse Dan Keycaps Mechanical Keyboard Laptop USB Cable /Keyboard Komputer;"Keyboard gaming mekanis dengan pencahayaan RGB yang dapat disesuaikan, cocok untuk gamer introvert yang suka bermain game dan menghabiskan waktu sendirian.";Shopee ;85000;https://shope.ee/3VF3DCOcaL;"";https://down-lum-id.img.susercontent.com/sg-11134201-22110-j0fpgjtwqfkv89.webp;2023-05-20 15:29:49;2023-05-20 15:29:49
106;"Rexus Keyboard Gaming Mini Battlefire K68M
";"Keyboard gaming mekanis dengan pencahayaan RGB yang dapat disesuaikan, cocok untuk gamer introvert yang suka bermain game dan menghabiskan waktu sendirian.";Shopee - Tokopedia;219000;https://shope.ee/10XiEn3Ejg;https://tokopedia.link/xWGyOtZsXzb;https://down-lum-id.img.susercontent.com/5ab134f159631a669e025a2bd3e74bc1;2023-05-20 15:31:31;2023-05-20 15:31:31
107;Rexus Keyboard Gaming Mechanical Legionare MX5.2 TKL Finale;"Keyboard gaming mekanis dengan pencahayaan RGB yang dapat disesuaikan, cocok untuk gamer introvert yang suka bermain game dan menghabiskan waktu sendirian.";Shopee - Tokopedia;399000;https://shope.ee/9epgYueOAt;https://tokopedia.link/ZaAwb4ktXzb;https://down-lum-id.img.susercontent.com/9d413846441fb0cd96340d92c5e16eb1;2023-05-20 15:37:18;2023-05-20 15:37:18
108;Rak buku serbaguna lemari multi fungsi rak sepatu portable;"Rak Buku serbaguna sangat bermanfaat bagi mereka yang suka membaca, dapat menyimpan buku mereka dengan rapih";Shopee;30000;https://shope.ee/30Imd8rvPM;"";https://down-lum-id.img.susercontent.com/4bcb046028cfd182aecb1e779633f0e2;2023-05-20 15:41:54;2023-05-20 15:41:54
109;Rak buku susun rak portable rak serbaguna 3 TINGKAT 2 RUANG;"Rak Buku serbaguna sangat bermanfaat bagi mereka yang suka membaca, dapat menyimpan buku mereka dengan rapih";Shopee;30000;https://shope.ee/5zwOCke0n3;"";https://down-lum-id.img.susercontent.com/c716d33188c852cddcff8612f6a1c38d;2023-05-20 15:42:55;2023-05-20 15:42:55
110;Starlight Foldable Desktop Storage Buku Alat Tulis Rak Buku Meja Stationary ;"Rak Buku Meja sangat bermanfaat bagi mereka yang suka membaca, dapat menyimpan buku mereka dengan rapih di atas meja";Shopee;16500;https://shope.ee/9UWGNG2SlU;"";https://down-lum-id.img.susercontent.com/f9b2647452c60f1d1d2fc6e033007aae;2023-05-20 15:44:14;2023-05-20 15:44:14
111;DENNOS E58 Drone Camera Drone Quadcopter Auto Fokus include Remote Dan Kamera ORIGINAL;Drone kamera untuk memberikan perspektif baru dan memungkinkan teman Anda menangkap bidikan udara yang menakjubkan. Ini bisa menjadi hobi besar bagi individu introvert yang menghargai teknologi.;Shopee;214000;https://shope.ee/5V07ccqiIq;"";https://down-lum-id.img.susercontent.com/6c019dc1ccd31d8470a933775bd36dc3;2023-05-20 15:56:42;2023-05-20 15:56:42
112;INDIALO New Drone E88 Pro Mini RC 4K HD Camera WIFI FPV APP Controle Quadcopter Selfie Helikopter;Drone kamera untuk memberikan perspektif baru dan memungkinkan teman Anda menangkap bidikan udara yang menakjubkan. Ini bisa menjadi hobi besar bagi individu introvert yang menghargai teknologi.;Shopee;309000;https://shope.ee/5ANHEEUw0f;"";https://down-lum-id.img.susercontent.com/id-11134201-23030-voa5ajchz7nv46.webp;2023-05-20 15:58:02;2023-05-20 15:58:02
113;Reflektive Air Max 97 Triple White Black Import;Sepatu sneakers trendi yang memadukan mode dan kenyamanan;Shopee;299000;https://shope.ee/6fCEYnPtAo;"";https://down-lum-id.img.susercontent.com/id-11134207-7qukw-lh51vud5qkdscd.webp;2023-05-26 15:34:31;2023-05-26 15:34:31
114;Reflective Sepatu Sneakers Nike Air Max 97 Silver Bullet Triple White Black Undefeated;Sepatu kets trendi yang memadukan mode dan kenyamanan;Shopee;379000;https://shope.ee/6fCEZIUxur;"";https://down-lum-id.img.susercontent.com/id-11134207-7qukx-lg3o9dry1s64d8.webp;2023-05-26 15:41:50;2023-05-26 15:41:50
115;Sepatu Sneakers Air Max 97 Triple White;Sepatu sneakers trendi yang memadukan mode dan kenyamanan;Shopee;379000;https://shope.ee/qERcdYN17;"";https://down-lum-id.img.susercontent.com/id-11134207-7qukx-lg97ndsv8fzx03.webp;2023-05-26 15:42:53;2023-05-26 15:42:53
116;ORIGINAL Sepatu Nlke Cortez Stranger Things Hawkins High School White Green;Sepatu sneakers trendi yang memadukan mode dan kenyamanan;Shopee;399000;https://shope.ee/qERd9lm1A;"";https://down-lum-id.img.susercontent.com/id-11134207-7qukz-lgklw2mkfqwt1a.webp;2023-05-26 15:50:29;2023-05-26 15:50:29
117;"Sepatu Sneakers Cortez Classic White Black (Original) Bnwb
";Sepatu sneakers trendi yang memadukan mode dan kenyamanan;Shopee;399000;https://shope.ee/8pGj9vgAYz;"";https://down-lum-id.img.susercontent.com/id-11134207-7qul4-lgttsd84n9ik87.webp;2023-05-26 15:51:25;2023-05-26 15:51:25
118;PVN Kara Sepatu Sneakers Wanita Sport Shoes White 354;Sepatu sneakers trendi yang memadukan mode dan kenyamanan;Shopee;149999;https://shope.ee/3ps3Co1zJQ;"";https://down-lum-id.img.susercontent.com/id-11134207-7qul9-lgnfj834vcxv63.webp;2023-05-26 15:52:11;2023-05-26 15:52:11
119;"PVN Yeri Sepatu Sneakers Wanita Casual Sport Shoes 320
";Sepatu sneakers trendi yang memadukan mode dan kenyamanan;Shopee;149999;https://shope.ee/4V7k03PAZ3;"";https://down-lum-id.img.susercontent.com/id-11134207-7qul0-lh5nwhirzqfw8f.webp;2023-05-26 15:52:51;2023-05-26 15:52:51
120;PVN Seola Sepatu Sneakers Wanita Import Sport Shoes 279;Sepatu sneakers trendi yang memadukan mode dan kenyamanan;Shopee;159999;https://shope.ee/6zp4yhAJcj;"";https://down-lum-id.img.susercontent.com/id-11134207-7qukz-lh5nwhis150cdd.webp;2023-05-26 15:53:42;2023-05-26 15:53:42
121;Aerostreet 36-45 Osaka Putih - Sepatu Sneakers Casual Pria Wanita Aero Street 21HH20;Sepatu sneakers trendi yang memadukan mode dan kenyamanan;Shopee;149900;https://shope.ee/8A12Mxl2lh;"";https://down-lum-id.img.susercontent.com/sg-11134201-23010-3quhdupaltlv06.webp;2023-05-26 15:55:26;2023-05-26 15:55:26
122;Aerostreet 37-44 Osaka All Black - Sepatu Sneakers Sport;Sepatu sneakers trendi yang memadukan mode dan kenyamanan;Shopee;149900;https://shope.ee/AK5Wx0AVRn;"";https://down-lum-id.img.susercontent.com/sg-11134201-23010-noznbru9ktlv44.webp;2023-05-26 15:56:19;2023-05-26 15:56:19
123;OLEVS Jam Tangan Pria Anti Air Original Kulit Tahan Lama Led Hitam Putih Terbaru 2022 Luxury Chronograph Watch Men ;Jam tangan canggih dan bergaya yang melengkapi selera fashion yang glamor;Shopee;245000;https://shope.ee/6fCJJ9JFYo;"";https://down-ws-id.img.susercontent.com/192c98017253cd7e3b678bc2a4f35543;2023-05-29 15:01:27;2023-05-29 15:01:27
124;WISHDOIT Jam Tangan Pria Original Anti Air Laki Laki Cowok Kulit Tahan Air LED Digital Hitam Keemasan Multifungsi Watch Men Chronograph Sports Waterproof Stainless Luxury Brand;Jam tangan canggih dan bergaya yang melengkapi selera fesyennya yang glamor.;Shopee;285000;https://shope.ee/5zwcW3wI7e;"";https://down-ws-id.img.susercontent.com/id-11134207-7qul8-lfaml7osmy4d93.webp;2023-05-29 15:02:49;2023-05-29 15:02:49
125;OLEVS Jam Tangan Pria Original Anti Air Kulit Tahan Keren Led Hitam Coklat Luxury Chronograph Watch Men Multifungsi;Jam tangan canggih dan bergaya yang melengkapi selera fesyennya yang glamor.;Shopee;245000;https://shope.ee/8UdxUiBkpA;"";https://down-ws-id.img.susercontent.com/16dcb49d59f63df6e6f53d603c8242df;2023-05-29 15:03:37;2023-05-29 15:03:37
126;Aokeyo S230 Jam Tangan Pria Anti Air ORI Luxury Bisnis Quartz Watch（Free BOX+Kartu）;Jam tangan canggih dan bergaya yang melengkapi selera fesyennya yang glamor.;Shopee;79999;https://shope.ee/5V0LvFmZG5;"";https://down-ws-id.img.susercontent.com/id-11134201-23030-shd2vffq9dovee.webp;2023-05-29 15:04:25;2023-05-29 15:04:25
127;OLEVS Jam Tangan Pria Anti Air Original Rantai Keren Terbaru Mewah 2023 Luxury Stainless Steel Chronograph Watch Men Cod;Jam tangan canggih dan bergaya yang melengkapi selera fesyennya yang glamor.;Shopee;285000;https://shope.ee/9KD4UKoYja;"";https://down-ws-id.img.susercontent.com/id-11134207-7qul4-lgxcodg8mczn8d.webp;2023-05-29 15:05:09;2023-05-29 15:05:09
128;Verifel Piyama Abu Polos Baju Tidur Pria/wanita Remaja/dewasa/jumbo Katun Lembut Berkualitas Promo Murah Setelan Cp / Pp Fit To 90kg 175cm ;Piyama nyaman untuk relaksasi dan tidur akhir pekan.;Shopee;44900;https://shope.ee/2fgAYOb89R;"";https://down-ws-id.img.susercontent.com/id-11134207-23030-qi8i20q8sgov6c.webp;2023-05-29 15:09:37;2023-05-29 15:09:37
129;Verifel Piyama Polos Baju Tidur Pria/wanita Remaja/dewasa/jumbo Katun Setelan Cp / Pp Fit To 90kg 175cm;Piyama nyaman untuk relaksasi dan tidur akhir pekan.;Shopee;45000;https://shope.ee/7UlQJMpuNc;"";https://down-ws-id.img.susercontent.com/sg-11134201-22110-h6wz12oru0jv9b.webp;2023-05-29 15:10:52;2023-05-29 15:10:52
130;Verifel Piyama Salur - Kotak Baju Tidur Pria/wanita Remaja/dewasa/jumbo Katun Setelan Cp/pp Fit To Bb 90kg Tb 175;Piyama nyaman untuk relaksasi dan tidur akhir pekan.;Shopee;45000;https://shope.ee/2pzakr1j9M;"";https://down-ws-id.img.susercontent.com/50f9c253e99131ccef59c6dc789b4d88;2023-05-29 15:11:49;2023-05-29 15:11:49
131;Piyama Polos Baju Tidur Pria/ Wanita Remaja/dewasa Katun Pp Harga Grosir!!!;Piyama nyaman untuk relaksasi dan tidur akhir pekan.;Shopee;59900;https://shope.ee/6fCJJzki6e;"";https://down-ws-id.img.susercontent.com/id-11134207-23030-hz5be0ax7xov64.webp;2023-05-29 15:13:47;2023-05-29 15:13:47
132;VeRiFel Piyama Polos Baju Tidur Pria/Wanita Remaja/Dewasa/Jumbo Katun Lembut Fit to 90kg / 175cm;Piyama nyaman untuk relaksasi dan tidur akhir pekan.;Shopee;44900;https://shope.ee/8exNhkNsTQ;"";https://down-ws-id.img.susercontent.com/id-11134207-23030-il7k026i2wovdb.webp;2023-05-29 15:14:38;2023-05-29 15:14:38
133;"Cleopatra Piyama Pria HP ( M, L, XXL ) Bahan Microtex / Motif Karakter / Setelan Baju Tidur Celana Pendek ";Piyama nyaman untuk relaksasi dan tidur akhir pekan.;Shopee;37000;https://shope.ee/8exNhnn8Ib;"";https://down-ws-id.img.susercontent.com/sg-11134201-22120-wizbq3jj25kv6b.webp;2023-05-29 15:15:22;2023-05-29 15:15:22
